2026-02-03 12:54:14,062 [INFO] werkzeug -  * Detected change in 'C:\\apps\\python\\flask\\api-gis\\app\\routes\\geodata.py', reloading
2026-02-03 12:54:14,214 [INFO] werkzeug -  * Restarting with stat
2026-02-03 12:54:15,116 [WARNING] werkzeug -  * Debugger is active!
2026-02-03 12:54:15,118 [INFO] werkzeug -  * Debugger PIN: 627-558-473
2026-02-03 12:54:33,521 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 12:54:33] "[31m[1mPOST /subir_shapefile HTTP/1.1[0m" 401 -
2026-02-03 12:55:48,589 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 12:55:48] "OPTIONS /token/acceso HTTP/1.1" 200 -
2026-02-03 12:55:48,811 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 12:55:48] "POST /token/acceso HTTP/1.1" 200 -
2026-02-03 12:55:56,222 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 12:55:56] "[31m[1mPOST /subir_shapefile HTTP/1.1[0m" 401 -
2026-02-03 15:57:21,249 [INFO] werkzeug -  * Detected change in 'C:\\apps\\python\\flask\\api-gis\\app\\routes\\acceso.py', reloading
2026-02-03 15:57:21,583 [INFO] werkzeug -  * Restarting with stat
2026-02-03 16:05:09,881 [INFO] werkzeug - [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.2:5000
2026-02-03 16:05:09,881 [INFO] werkzeug - [33mPress CTRL+C to quit[0m
2026-02-03 16:05:09,886 [INFO] werkzeug -  * Restarting with stat
2026-02-03 16:05:10,803 [WARNING] werkzeug -  * Debugger is active!
2026-02-03 16:05:10,817 [INFO] werkzeug -  * Debugger PIN: 627-558-473
2026-02-03 16:05:40,237 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:05:40] "[33mOPTIONS /acceso HTTP/1.1[0m" 404 -
2026-02-03 16:06:42,587 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:06:42] "OPTIONS /token/acceso HTTP/1.1" 200 -
2026-02-03 16:06:42,854 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:06:42] "POST /token/acceso HTTP/1.1" 200 -
2026-02-03 16:09:10,643 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:09:10] "OPTIONS /subir_shapefile HTTP/1.1" 200 -
2026-02-03 16:09:10,659 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:09:10] "[31m[1mPOST /subir_shapefile HTTP/1.1[0m" 401 -
2026-02-03 16:09:55,263 [INFO] werkzeug -  * Detected change in 'C:\\apps\\python\\flask\\api-gis\\app\\routes\\geodata.py', reloading
2026-02-03 16:09:55,400 [INFO] werkzeug -  * Restarting with stat
2026-02-03 16:09:56,387 [WARNING] werkzeug -  * Debugger is active!
2026-02-03 16:09:56,396 [INFO] werkzeug -  * Debugger PIN: 627-558-473
2026-02-03 16:10:34,520 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:10:34] "OPTIONS /token/acceso HTTP/1.1" 200 -
2026-02-03 16:10:34,731 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:10:34] "POST /token/acceso HTTP/1.1" 200 -
2026-02-03 16:10:44,646 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:10:44] "OPTIONS /subir_shapefile HTTP/1.1" 200 -
2026-02-03 16:10:44,718 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:10:44] "POST /subir_shapefile HTTP/1.1" 200 -
2026-02-03 16:10:44,743 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:10:44] "OPTIONS /validar_shapefile HTTP/1.1" 200 -
2026-02-03 16:10:45,450 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:10:45] "POST /validar_shapefile HTTP/1.1" 200 -
2026-02-03 16:10:52,612 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:10:52] "OPTIONS /cargar_shapefile HTTP/1.1" 200 -
2026-02-03 16:10:52,720 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:10:52] "POST /cargar_shapefile HTTP/1.1" 200 -
2026-02-03 16:15:21,010 [INFO] werkzeug - [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.2:5000
2026-02-03 16:15:21,011 [INFO] werkzeug - [33mPress CTRL+C to quit[0m
2026-02-03 16:15:21,013 [INFO] werkzeug -  * Restarting with stat
2026-02-03 16:15:21,943 [WARNING] werkzeug -  * Debugger is active!
2026-02-03 16:15:21,947 [INFO] werkzeug -  * Debugger PIN: 627-558-473
2026-02-03 16:15:23,807 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:15:23] "OPTIONS /token/acceso HTTP/1.1" 200 -
2026-02-03 16:15:24,037 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:15:24] "POST /token/acceso HTTP/1.1" 200 -
2026-02-03 16:16:04,199 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:16:04] "OPTIONS /token/salir HTTP/1.1" 200 -
2026-02-03 16:16:04,217 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:16:04] "POST /token/salir HTTP/1.1" 200 -
2026-02-03 16:20:15,171 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:20:15] "OPTIONS /token/acceso HTTP/1.1" 200 -
2026-02-03 16:20:15,254 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:20:15] "POST /token/acceso HTTP/1.1" 200 -
2026-02-03 16:38:01,635 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:38:01] "OPTIONS /token/salir HTTP/1.1" 200 -
2026-02-03 16:38:01,640 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 16:38:01] "POST /token/salir HTTP/1.1" 200 -
2026-02-03 17:25:42,739 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 17:25:42] "OPTIONS /token/acceso HTTP/1.1" 200 -
2026-02-03 17:25:42,847 [INFO] werkzeug - 127.0.0.1 - - [03/Feb/2026 17:25:42] "POST /token/acceso HTTP/1.1" 200 -
2026-02-04 08:37:04,337 [INFO] werkzeug - [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.2:5000
2026-02-04 08:37:04,338 [INFO] werkzeug - [33mPress CTRL+C to quit[0m
2026-02-04 08:37:04,344 [INFO] werkzeug -  * Restarting with stat
2026-02-04 08:37:05,493 [WARNING] werkzeug -  * Debugger is active!
2026-02-04 08:37:05,496 [INFO] werkzeug -  * Debugger PIN: 627-558-473
2026-02-04 08:37:29,740 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:37:29] "OPTIONS /token/acceso HTTP/1.1" 200 -
2026-02-04 08:37:30,010 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:37:30] "POST /token/acceso HTTP/1.1" 200 -
2026-02-04 08:37:40,746 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:37:40] "OPTIONS /subir_shapefile HTTP/1.1" 200 -
2026-02-04 08:37:40,819 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:37:40] "POST /subir_shapefile HTTP/1.1" 200 -
2026-02-04 08:40:16,816 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:40:16] "OPTIONS /token/acceso HTTP/1.1" 200 -
2026-02-04 08:40:16,911 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:40:16] "POST /token/acceso HTTP/1.1" 200 -
2026-02-04 08:40:26,968 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:40:26] "OPTIONS /subir_shapefile HTTP/1.1" 200 -
2026-02-04 08:40:27,049 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:40:27] "POST /subir_shapefile HTTP/1.1" 200 -
2026-02-04 08:51:19,383 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:51:19] "OPTIONS /token/salir HTTP/1.1" 200 -
2026-02-04 08:51:19,418 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:51:19] "POST /token/salir HTTP/1.1" 200 -
2026-02-04 08:53:54,604 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:53:54] "OPTIONS /token/acceso HTTP/1.1" 200 -
2026-02-04 08:53:54,684 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:53:54] "POST /token/acceso HTTP/1.1" 200 -
2026-02-04 08:55:04,985 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:55:04] "OPTIONS /subir_shapefile HTTP/1.1" 200 -
2026-02-04 08:55:05,052 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:55:05] "POST /subir_shapefile HTTP/1.1" 200 -
2026-02-04 08:55:19,517 [INFO] werkzeug - 127.0.0.1 - - [04/Feb/2026 08:55:19] "OPTIONS /validar_shapefile HTTP/1.1" 200 -
